"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"14/11/2023","31,250.0","30,900.0","31,300.0","30,700.0","2.89M","2.46%"
"13/11/2023","30,500.0","30,700.0","31,200.0","29,900.0","2.80M","-0.65%"
"10/11/2023","30,700.0","30,700.0","31,400.0","30,700.0","3.57M","-1.76%"
"09/11/2023","31,250.0","31,200.0","31,800.0","31,100.0","4.27M","-0.48%"
"08/11/2023","31,400.0","29,800.0","31,400.0","29,600.0","3.64M","6.08%"
"07/11/2023","29,600.0","29,200.0","30,500.0","28,750.0","4.49M","1.20%"
"06/11/2023","29,250.0","29,050.0","29,750.0","29,000.0","2.56M","-0.17%"
"03/11/2023","29,300.0","30,000.0","30,000.0","28,900.0","4.24M","-1.84%"
"02/11/2023","29,850.0","28,300.0","29,850.0","28,100.0","5.76M","6.61%"
"01/11/2023","28,000.0","27,000.0","28,000.0","26,800.0","2.19M","3.70%"
"31/10/2023","27,000.0","27,000.0","27,350.0","25,700.0","5.73M","0.00%"
"30/10/2023","27,000.0","28,300.0","28,300.0","27,000.0","3.36M","-5.26%"
"27/10/2023","28,500.0","28,450.0","28,900.0","27,550.0","3.20M","2.15%"
"26/10/2023","27,900.0","29,400.0","29,500.0","27,900.0","8.50M","-6.84%"
"25/10/2023","29,950.0","31,700.0","31,700.0","29,900.0","7.79M","-5.52%"
"24/10/2023","31,700.0","32,500.0","32,700.0","30,650.0","10.79M","-3.21%"
"23/10/2023","32,750.0","33,600.0","33,600.0","32,300.0","3.48M","-2.09%"
"20/10/2023","33,450.0","32,500.0","33,500.0","32,300.0","3.80M","2.92%"
"19/10/2023","32,500.0","33,300.0","33,500.0","32,000.0","4.94M","-2.11%"
"18/10/2023","33,200.0","34,900.0","35,200.0","32,100.0","8.24M","-3.77%"
"17/10/2023","34,500.0","37,200.0","37,200.0","34,500.0","4.33M","-6.88%"
"16/10/2023","37,050.0","36,850.0","37,900.0","36,450.0","6.26M","0.82%"
"13/10/2023","36,750.0","35,800.0","37,000.0","35,800.0","3.76M","1.10%"
"12/10/2023","36,350.0","37,000.0","37,450.0","35,900.0","6.05M","-1.76%"
"11/10/2023","37,000.0","36,500.0","37,100.0","35,800.0","4.58M","1.65%"
"10/10/2023","36,400.0","37,600.0","37,600.0","36,400.0","5.82M","-1.89%"
"09/10/2023","37,100.0","35,600.0","37,350.0","35,350.0","7.22M","5.40%"
"06/10/2023","35,200.0","34,950.0","35,350.0","34,500.0","4.57M","1.15%"
"05/10/2023","34,800.0","35,000.0","35,950.0","34,800.0","6.19M","-0.57%"
"04/10/2023","35,000.0","32,500.0","35,000.0","32,300.0","11.00M","6.87%"
"03/10/2023","32,750.0","33,400.0","33,900.0","32,000.0","5.86M","-2.96%"
"02/10/2023","33,750.0","33,500.0","34,350.0","33,300.0","3.06M","3.05%"
"29/09/2023","32,750.0","33,300.0","33,300.0","32,700.0","1.88M","-0.15%"
"28/09/2023","32,800.0","32,550.0","33,150.0","32,450.0","3.15M","0.92%"
"27/09/2023","32,500.0","31,700.0","32,500.0","31,000.0","2.68M","3.17%"
"26/09/2023","31,500.0","31,000.0","32,750.0","31,000.0","4.06M","0.00%"
"25/09/2023","31,500.0","34,000.0","34,450.0","31,500.0","4.57M","-6.53%"
"22/09/2023","33,700.0","33,850.0","34,550.0","32,700.0","4.65M","-3.16%"
"21/09/2023","34,800.0","35,000.0","35,200.0","34,300.0","4.35M","-0.14%"
"20/09/2023","34,850.0","34,900.0","35,700.0","34,800.0","4.16M","-0.14%"
"19/09/2023","34,900.0","33,900.0","34,900.0","33,300.0","6.28M","3.56%"
"18/09/2023","33,700.0","33,750.0","34,250.0","33,300.0","2.88M","-0.15%"
"15/09/2023","33,750.0","33,950.0","34,400.0","33,550.0","4.20M","0.45%"
"14/09/2023","33,600.0","34,150.0","34,450.0","33,550.0","4.53M","-1.61%"
"13/09/2023","34,150.0","34,500.0","35,250.0","33,700.0","6.60M","-0.58%"
"12/09/2023","34,350.0","33,950.0","34,350.0","33,100.0","5.83M","1.18%"
"11/09/2023","33,950.0","34,800.0","35,150.0","33,900.0","10.65M","0.30%"
"08/09/2023","33,850.0","33,700.0","33,850.0","33,500.0","5.81M","6.95%"
"07/09/2023","31,650.0","32,400.0","32,500.0","31,550.0","6.35M","-1.40%"
"06/09/2023","32,100.0","32,200.0","32,650.0","31,950.0","5.85M","1.42%"
"05/09/2023","31,650.0","31,200.0","31,700.0","31,050.0","4.96M","2.10%"
"31/08/2023","31,000.0","30,400.0","31,000.0","30,400.0","3.85M","1.97%"
"30/08/2023","30,400.0","30,950.0","31,000.0","30,300.0","4.90M","-0.65%"
"29/08/2023","30,600.0","31,000.0","31,700.0","30,350.0","5.79M","-1.61%"
"28/08/2023","31,100.0","30,097.0","31,328.0","30,051.0","9.31M","4.92%"
"25/08/2023","29,641.0","29,641.0","29,914.0","29,367.0","3.55M","0.00%"
"24/08/2023","29,641.0","29,367.0","29,641.0","29,276.0","2.79M","1.09%"
"23/08/2023","29,322.0","29,686.0","29,823.0","29,094.0","2.49M","-0.92%"
"22/08/2023","29,595.0","29,914.0","29,914.0","28,090.0","3.63M","0.62%"
"21/08/2023","29,413.0","28,318.0","29,595.0","28,318.0","3.46M","4.71%"
"18/08/2023","28,090.0","29,960.0","30,097.0","27,908.0","6.29M","-6.24%"
"17/08/2023","29,960.0","30,416.0","30,462.0","29,960.0","3.21M","-1.50%"
"16/08/2023","30,416.0","30,507.0","30,690.0","30,279.0","2.36M","0.00%"
"15/08/2023","30,416.0","30,918.0","30,963.0","30,416.0","2.20M","-0.59%"
"14/08/2023","30,598.0","30,462.0","30,918.0","30,142.0","2.75M","1.97%"
"11/08/2023","30,006.0","29,367.0","30,325.0","29,276.0","4.15M","2.18%"
"10/08/2023","29,367.0","30,097.0","30,234.0","29,230.0","4.84M","-2.72%"
"09/08/2023","30,188.0","30,370.0","30,462.0","30,006.0","2.36M","-0.90%"
"08/08/2023","30,462.0","29,960.0","30,553.0","29,823.0","4.15M","1.21%"
"07/08/2023","30,097.0","30,507.0","30,507.0","29,869.0","4.29M","0.00%"
"04/08/2023","30,097.0","30,370.0","30,735.0","29,823.0","4.80M","-0.60%"
"03/08/2023","30,279.0","29,550.0","30,279.0","29,504.0","5.71M","2.31%"
